home,ratings,bedrooms,beds,baths,house_type,city,price
Condo in Austin ,4.88,1 bedroom,2.0,1.0,Condo,Austin ,85
Bungalow in Austin ,5.0,3 bedrooms,4.0,2.0,Bungalow,Austin ,493
Cabin in Austin ,4.81,,1.0,1.0,Cabin,Austin ,57
Townhouse in Austin ,5.0,3 bedrooms,3.0,3.0,Townhouse,Austin ,650
Home in Austin ,4.98,6 bedrooms,1.0,4.5,Home,Austin ,818
Cottage in Austin ,5.0,2 bedrooms,2.0,2.0,Cottage,Austin ,197
Home in Austin ,,5 bedrooms,7.0,4.0,Home,Austin ,1400
Condo in Austin ,4.78,3 bedrooms,8.0,2.0,Condo,Austin ,449
Home in Austin ,4.88,2 bedrooms,2.0,2.0,Home,Austin ,96
Bungalow in Austin ,5.0,2 bedrooms,2.0,2.0,Bungalow,Austin ,175
Home in Austin ,,3 bedrooms,4.0,2.5,Home,Austin ,119
Home in Austin ,5.0,3 bedrooms,3.0,3.0,Home,Austin ,549
Home in Austin ,4.94,1 bedroom,1.0,0.5,Home,Austin ,72
Home in Austin ,4.87,3 bedrooms,4.0,2.0,Home,Austin ,236
Home in Austin ,4.93,4 bedrooms,4.0,2.0,Home,Austin ,333
Home in Austin ,4.78,1 bedroom,1.0,1.0,Home,Austin ,110
Vacation home in Austin ,4.91,4 bedrooms,7.0,2.0,Vacation home,Austin ,377
Home in Austin ,4.92,5 bedrooms,8.0,2.5,Home,Austin ,429
