home,ratings,bedrooms,beds,baths,house_type,city
Rental unit in Austin ,4.89,1.0,1.0,['1'],Rental unit,Austin 
Townhouse in Austin ,5.0,2.0,4.0,['2.5'],Townhouse,Austin 
Rental unit in Austin ,,nan,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,1.0,1.0,0.5,Home,Austin 
Condo in Austin ,4.89,2.0,2.0,['2'],Condo,Austin 
Home in Austin ,4.97,1.0,1.0,0.5,Home,Austin 
Condo in Austin ,4.82,2.0,4.0,['2'],Condo,Austin 
Home in Austin ,4.89,2.0,2.0,['1'],Home,Austin 
Home in Austin ,4.82,3.0,4.0,['2'],Home,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.97,4.0,7.0,['2.5'],Home,Austin 
Home in Austin ,,1.0,2.0,0.5,Home,Austin 
Condo in Austin ,4.93,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,4.77,3.0,4.0,['2'],Home,Austin 
Rental unit in Austin ,4.78,1.0,3.0,['1'],Rental unit,Austin 
Home in Austin ,4.63,3.0,7.0,['2.5'],Home,Austin 
Home in Austin ,4.90,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,4.80,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.94,3.0,5.0,['1'],Home,Austin 
Home in Austin ,4.88,4.0,4.0,['1.5'],Home,Austin 
Home in Austin ,4.62,3.0,3.0,['2'],Home,Austin 
Home in Austin ,,3.0,2.0,['2.5'],Home,Austin 
Home in Austin ,,2.0,2.0,['2'],Home,Austin 
Home in Austin ,4.87,7.0,9.0,['4'],Home,Austin 
Townhouse in Austin ,4.43,2.0,3.0,['2.5'],Townhouse,Austin 
Home in Austin ,4.79,1.0,1.0,['1'],Home,Austin 
Chalet in Austin ,4.87,3.0,2.0,['1.5'],Chalet,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.80,2.0,5.0,['2'],Home,Austin 
Guesthouse in Austin ,4.99,1.0,2.0,['1'],Guesthouse,Austin 
Condo in Lakeway ,,3.0,5.0,['3'],Condo,Lakeway 
Condo in Austin ,4.81,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,4.73,4.0,5.0,['3'],Home,Austin 
Home in Austin ,4.95,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.94,3.0,4.0,['3'],Home,Austin 
Home in Austin ,4.93,1.0,1.0,0.5,Home,Austin 
Rental unit in Austin ,4.66,2.0,3.0,['2'],Rental unit,Austin 
Home in Austin ,4.95,1.0,1.0,['1'],Home,Austin 
Condo in Austin ,4.94,2.0,2.0,['1'],Condo,Austin 
Rental unit in Austin ,4.59,1.0,1.0,['1'],Rental unit,Austin 
Guesthouse in Austin ,4.97,nan,1.0,['1'],Guesthouse,Austin 
Home in Austin ,5.0,3.0,3.0,['2.5'],Home,Austin 
Home in Austin ,4.91,3.0,2.0,['1'],Home,Austin 
Home in Austin ,4.88,3.0,5.0,['2'],Home,Austin 
Home in Austin ,4.93,3.0,5.0,['2.5'],Home,Austin 
Home in Austin ,4.87,2.0,2.0,['2'],Home,Austin 
Camper/RV in Austin ,4.96,8.0,2.0,['1'],Camper/RV,Austin 
Condo in Austin ,3.0,2.0,4.0,['1'],Condo,Austin 
Condo in Austin ,4.70,1.0,1.0,['1'],Condo,Austin 
Rental unit in Austin ,4.49,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.95,5.0,6.0,['4'],Home,Austin 
Tiny home in Austin ,4.71,1.0,1.0,['1'],Tiny home,Austin 
Home in Austin ,4.94,5.0,6.0,['3'],Home,Austin 
Condo in Austin ,,2.0,4.0,['1'],Condo,Austin 
Bungalow in Austin ,4.92,3.0,3.0,['2'],Bungalow,Austin 
Home in Austin ,4.76,2.0,2.0,['1.5'],Home,Austin 
Condo in Austin ,4.92,2.0,2.0,['1.5'],Condo,Austin 
Condo in Austin ,5.0,2.0,1.0,['1.5'],Condo,Austin 
Rental unit in Austin ,4.90,nan,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.78,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,4.95,4.0,5.0,['3'],Home,Austin 
Cottage in Austin ,5.0,4.0,4.0,['2.5'],Cottage,Austin 
Home in Austin ,4.93,1.0,3.0,['1.5'],Home,Austin 
Home in Austin ,4.98,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.97,6.0,1.0,['4.5'],Home,Austin 
Home in Austin ,,1.0,1.0,0.5,Home,Austin 
Home in Del Valle ,5.0,3.0,4.0,['2'],Home,Del Valle 
Condo in Austin ,4.79,2.0,2.0,['1.5'],Condo,Austin 
Condo in Austin ,4.94,nan,1.0,['1'],Condo,Austin 
Rental unit in Austin ,4.86,nan,1.0,['1'],Rental unit,Austin 
Condo in Austin ,4.96,2.0,3.0,['2'],Condo,Austin 
Home in Austin ,5.0,2.0,2.0,['2'],Home,Austin 
Guesthouse in Austin ,4.75,2.0,2.0,['1'],Guesthouse,Austin 
Condo in Austin ,4.80,1.0,nan,['1'],Condo,Austin 
Home in Austin ,5.0,5.0,6.0,['3.5'],Home,Austin 
Guest suite in Austin ,4.91,nan,4.0,['1'],Guest suite,Austin 
Guesthouse in Austin ,5.0,1.0,2.0,['1'],Guesthouse,Austin 
Home in Austin ,5.0,1.0,1.0,0.5,Home,Austin 
Rental unit in Austin ,5.0,2.0,2.0,['1'],Rental unit,Austin 
Condo in Austin ,4.78,2.0,2.0,['1'],Condo,Austin 
Guest suite in Austin ,4.94,1.0,1.0,['1'],Guest suite,Austin 
Rental unit in Austin ,4.48,nan,1.0,['1'],Rental unit,Austin 
Condo in Austin ,4.68,6.0,8.0,['2.5'],Condo,Austin 
Condo in Austin ,4.74,2.0,4.0,['1'],Condo,Austin 
Guesthouse in Austin ,4.98,1.0,1.0,['1'],Guesthouse,Austin 
Cabin in Austin ,4.47,1.0,2.0,['1'],Cabin,Austin 
Rental unit in Austin ,5.0,1.0,1.0,0.5,Rental unit,Austin 
Home in Austin ,4.84,2.0,2.0,['1'],Home,Austin 
Bungalow in Austin ,4.94,3.0,3.0,['1'],Bungalow,Austin 
Rental unit in Austin ,New,2.0,3.0,['1'],Rental unit,Austin 
Guest suite in Austin ,5.0,nan,1.0,['1'],Guest suite,Austin 
Villa in Lakeway ,,3.0,4.0,['2.5'],Villa,Lakeway 
Condo in Austin ,4.67,1.0,1.0,['2'],Condo,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Tiny home in Austin ,4.82,1.0,1.0,['1'],Tiny home,Austin 
Home in Austin ,4.89,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.80,3.0,6.0,['3'],Home,Austin 
Resort in Austin ,,1.0,2.0,['1'],Resort,Austin 
Condo in Austin ,4.96,1.0,1.0,['1'],Condo,Austin 
Townhouse in Austin ,,1.0,2.0,['1.5'],Townhouse,Austin 
Guest suite in Austin ,4.88,1.0,3.0,['1'],Guest suite,Austin 
Rental unit in Austin ,4.74,1.0,1.0,['1'],Rental unit,Austin 
Guest suite in Austin ,4.95,1.0,1.0,['1'],Guest suite,Austin 
Home in Austin ,,4.0,4.0,['2'],Home,Austin 
Condo in Austin ,4.66,1.0,2.0,0.5,Condo,Austin 
Condo in Austin ,4.60,1.0,2.0,0.5,Condo,Austin 
Camper/RV in Austin ,4.83,nan,2.0,['1'],Camper/RV,Austin 
Home in Austin ,4.96,3.0,7.0,['2.5'],Home,Austin 
Condo in Austin ,5.0,1.0,2.0,['1'],Condo,Austin 
Home in Austin ,4.79,1.0,1.0,0.5,Home,Austin 
Boat in Austin ,4.94,nan,1.0,['1'],Boat,Austin 
Condo in Austin ,,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,4.77,2.0,2.0,['2.5'],Home,Austin 
Guest suite in Austin ,4.78,1.0,1.0,['1'],Guest suite,Austin 
Home in Austin ,4.86,1.0,2.0,['1'],Home,Austin 
Home in Austin ,4.98,4.0,7.0,['2'],Home,Austin 
Rental unit in Austin ,4.43,1.0,1.0,0.5,Rental unit,Austin 
Rental unit in Austin ,4.67,1.0,1.0,0.5,Rental unit,Austin 
Home in Austin ,4.98,2.0,2.0,['1'],Home,Austin 
Home in Austin ,4.92,4.0,4.0,['2'],Home,Austin 
Guesthouse in Austin ,4.80,1.0,2.0,['1'],Guesthouse,Austin 
Condo in Austin ,4.86,nan,1.0,['1'],Condo,Austin 
Home in Austin ,4.67,2.0,2.0,['3'],Home,Austin 
Guest suite in Austin ,,1.0,1.0,0.5,Guest suite,Austin 
Home in Austin ,4.69,5.0,7.0,['3'],Home,Austin 
Home in Austin ,4.89,3.0,3.0,['2'],Home,Austin 
Home in Austin ,,5.0,6.0,['4'],Home,Austin 
Rental unit in Austin ,4.76,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,3.0,3.0,['1'],Home,Austin 
Condo in Austin ,,2.0,2.0,['2'],Condo,Austin 
Guesthouse in Austin ,4.98,2.0,2.0,['2'],Guesthouse,Austin 
Home in Austin ,4.33,2.0,2.0,['2.5'],Home,Austin 
Home in Austin ,4.0,1.0,1.0,['1'],Home,Austin 
Townhouse in Austin ,4.95,5.0,1.0,['3.5'],Townhouse,Austin 
Rental unit in Austin ,4.50,1.0,1.0,0.5,Rental unit,Austin 
Rental unit in Austin ,5.0,1.0,1.0,0.5,Rental unit,Austin 
Home in Austin ,4.73,4.0,5.0,['3'],Home,Austin 
Home in Austin ,5.0,5.0,1.0,['5'],Home,Austin 
Home in Austin ,4.91,4.0,7.0,['2'],Home,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Condo in Austin ,4.69,2.0,2.0,['1'],Condo,Austin 
Rental unit in Austin ,,1.0,1.0,0.5,Rental unit,Austin 
Rental unit in Austin ,4.82,1.0,1.0,0.5,Rental unit,Austin 
Guesthouse in Austin ,4.96,1.0,1.0,['1'],Guesthouse,Austin 
Townhouse in Austin ,4.79,3.0,6.0,['2'],Townhouse,Austin 
Guest suite in Austin ,4.99,1.0,2.0,['1'],Guest suite,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.76,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.88,1.0,1.0,['1'],Home,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.93,1.0,1.0,['1'],Home,Austin 
Home in Austin ,,4.0,4.0,['2'],Home,Austin 
Townhouse in Austin ,4.50,1.0,1.0,['1'],Townhouse,Austin 
Condo in Austin ,4.95,2.0,4.0,['1'],Condo,Austin 
Home in Austin ,4.88,1.0,2.0,['1'],Home,Austin 
Home in Austin ,4.80,2.0,2.0,['1.5'],Home,Austin 
Rental unit in Austin ,4.88,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.42,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,5.0,4.0,3.0,['3'],Home,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Condo in Austin ,4.88,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,4.93,2.0,2.0,['2'],Home,Austin 
Home in Austin ,4.95,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,5.0,1.0,1.0,0.5,Rental unit,Austin 
Home in Austin ,4.97,2.0,2.0,['2'],Home,Austin 
Home in Austin ,4.99,3.0,4.0,['2'],Home,Austin 
Home in The Hills ,4.84,4.0,4.0,['3'],Home,The Hills 
Guesthouse in Austin ,5.0,1.0,1.0,['1'],Guesthouse,Austin 
Rental unit in Austin ,5.0,1.0,3.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,1.0,1.0,['2'],Home,Austin 
Home in Austin ,4.83,2.0,2.0,['1'],Home,Austin 
Bungalow in Austin ,4.79,3.0,3.0,['2'],Bungalow,Austin 
Home in Austin ,4.33,3.0,4.0,['3'],Home,Austin 
Guesthouse in Austin ,4.83,1.0,1.0,['1'],Guesthouse,Austin 
Home in Austin ,4.95,5.0,5.0,['2.5'],Home,Austin 
Home in Austin ,4.79,2.0,5.0,['1'],Home,Austin 
Loft in Austin ,5.0,nan,2.0,['1'],Loft,Austin 
Guesthouse in Austin ,4.91,2.0,2.0,['1.5'],Guesthouse,Austin 
Condo in Austin ,4.88,3.0,9.0,['2'],Condo,Austin 
Home in Austin ,4.89,4.0,8.0,['3'],Home,Austin 
Rental unit in Austin ,4.75,1.0,1.0,0.5,Rental unit,Austin 
Rental unit in Austin ,5.0,1.0,1.0,0.5,Rental unit,Austin 
Rental unit in Austin ,4.75,1.0,1.0,0.5,Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,0.5,Rental unit,Austin 
Home in Austin ,4.92,2.0,2.0,['1.5'],Home,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.98,4.0,4.0,['2.5'],Home,Austin 
Home in Austin ,,2.0,3.0,['2'],Home,Austin 
Home in Austin ,4.95,5.0,1.0,['5.5'],Home,Austin 
Townhouse in Austin ,4.95,5.0,1.0,['3.5'],Townhouse,Austin 
Home in Austin ,4.88,2.0,2.0,['1.5'],Home,Austin 
Guesthouse in Austin ,4.99,2.0,2.0,['2'],Guesthouse,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,,1.0,1.0,['1.5'],Home,Austin 
Home in Austin ,5.0,4.0,5.0,['4'],Home,Austin 
Guest suite in Austin ,4.93,1.0,1.0,['1'],Guest suite,Austin 
Condo in Austin ,4.83,2.0,3.0,['2'],Condo,Austin 
Rental unit in Austin ,4.88,2.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,4.58,3.0,4.0,['2.5'],Home,Austin 
Home in Austin ,,1.0,1.0,0.5,Home,Austin 
Home in Austin ,5.0,2.0,2.0,['1'],Home,Austin 
Aparthotel in Austin ,,2.0,3.0,['2'],Aparthotel,Austin 
Home in Austin ,,1.0,1.0,0.5,Home,Austin 
Guesthouse in Austin ,4.94,nan,2.0,['1'],Guesthouse,Austin 
Condo in Austin ,5.0,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,4.92,1.0,1.0,0.5,Home,Austin 
Cottage in Austin ,4.90,1.0,2.0,['1'],Cottage,Austin 
Rental unit in Austin ,4.67,1.0,1.0,['2'],Rental unit,Austin 
Home in Austin ,4.91,5.0,9.0,['3.5'],Home,Austin 
Home in Austin ,4.86,6.0,7.0,['6'],Home,Austin 
Condo in Austin ,5.0,2.0,2.0,['2'],Condo,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,2.0,3.0,['2.5'],Home,Austin 
Bungalow in Austin ,4.96,2.0,2.0,['2'],Bungalow,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Condo in Austin ,4.83,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,4.91,1.0,1.0,0.5,Home,Austin 
Home in Austin ,4.97,1.0,1.0,['1'],Home,Austin 
Guest suite in Austin ,4.90,1.0,2.0,['1'],Guest suite,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Rental unit in Austin ,4.63,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,4.94,4.0,8.0,['3.5'],Home,Austin 
Home in Austin ,4.96,2.0,3.0,['1'],Home,Austin 
Home in Austin ,4.93,4.0,6.0,['3'],Home,Austin 
Home in Austin ,4.84,3.0,3.0,['2'],Home,Austin 
Townhouse in Austin ,4.93,5.0,1.0,['3.5'],Townhouse,Austin 
Townhouse in Austin ,4.96,4.0,1.0,['3'],Townhouse,Austin 
Home in Austin ,4.83,3.0,2.0,['2'],Home,Austin 
Rental unit in Austin ,,nan,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.69,1.0,2.0,['1'],Home,Austin 
Rental unit in Austin ,4.93,1.0,1.0,['1'],Rental unit,Austin 
Condo in Austin ,5.0,1.0,1.0,0.5,Condo,Austin 
Condo in Austin ,4.78,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,4.99,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.93,1.0,2.0,['1'],Home,Austin 
Rental unit in Austin ,4.89,nan,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.88,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,3.0,3.0,['3'],Home,Austin 
Townhouse in Austin ,,1.0,1.0,['1'],Townhouse,Austin 
Townhouse in Austin ,5.0,2.0,1.0,0.5,Townhouse,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.86,4.0,5.0,['2.5'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Guesthouse in Austin ,4.98,1.0,1.0,['1'],Guesthouse,Austin 
Rental unit in Austin ,4.75,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Townhouse in Austin ,4.81,2.0,3.0,['1'],Townhouse,Austin 
Condo in Austin ,4.97,2.0,4.0,['1.5'],Condo,Austin 
Home in Austin ,4.97,1.0,1.0,0.5,Home,Austin 
Home in Austin ,4.92,3.0,3.0,['2'],Home,Austin 
Townhouse in Austin ,4.89,4.0,1.0,['3'],Townhouse,Austin 
Home in Austin ,4.91,3.0,5.0,['2'],Home,Austin 
Guest suite in Austin ,4.97,1.0,2.0,['1'],Guest suite,Austin 
Home in Austin ,4.89,3.0,3.0,['2.5'],Home,Austin 
Townhouse in Austin ,4.33,2.0,2.0,0.5,Townhouse,Austin 
Home in Austin ,4.50,1.0,1.0,0.5,Home,Austin 
Home in Austin ,5.0,1.0,1.0,['1'],Home,Austin 
Condo in Austin ,4.96,2.0,2.0,['2'],Condo,Austin 
Guesthouse in Austin ,4.96,nan,1.0,['1'],Guesthouse,Austin 
Home in Austin ,4.94,4.0,8.0,['2.5'],Home,Austin 
Home in Austin ,,4.0,4.0,['3'],Home,Austin 
Condo in Austin ,4.90,1.0,1.0,['1'],Condo,Austin 
Condo in Austin ,4.86,1.0,1.0,['1'],Condo,Austin 
Guesthouse in Austin ,4.99,1.0,1.0,['1'],Guesthouse,Austin 
Rental unit in Austin ,4.80,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.87,2.0,2.0,['1'],Home,Austin 
Townhouse in Austin ,5.0,1.0,3.0,['10.5'],Townhouse,Austin 
Home in Austin ,5.0,2.0,6.0,['17'],Home,Austin 
Condo in Austin ,4.82,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,4.78,2.0,6.0,['2.5'],Home,Austin 
Home in Austin ,4.81,3.0,5.0,['2'],Home,Austin 
Home in Austin ,5.0,2.0,3.0,['2'],Home,Austin 
Home in Austin ,4.73,4.0,4.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.80,1.0,2.0,['1'],Rental unit,Austin 
Home in Westlake Hills ,,4.0,8.0,['3'],Home,Westlake Hills 
Townhouse in Austin ,5.0,8.0,2.0,['6'],Townhouse,Austin 
Condo in Austin ,4.86,2.0,5.0,['2'],Condo,Austin 
Home in Austin ,4.89,2.0,2.0,['2'],Home,Austin 
Guesthouse in Austin ,4.94,1.0,1.0,['1'],Guesthouse,Austin 
Rental unit in Austin ,4.73,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,4.75,4.0,3.0,['2'],Home,Austin 
Home in Austin ,4.93,1.0,2.0,['1.5'],Home,Austin 
Home in Austin ,4.25,1.0,1.0,['1'],Home,Austin 
Condo in Austin ,,1.0,1.0,['1'],Condo,Austin 
Rental unit in Austin ,4.93,1.0,1.0,['1'],Rental unit,Austin 
Townhouse in Austin ,4.93,1.0,1.0,0.5,Townhouse,Austin 
Home in Austin ,4.87,4.0,5.0,['2.5'],Home,Austin 
Tiny home in Austin ,4.86,1.0,2.0,['1'],Tiny home,Austin 
Home in Austin ,4.97,2.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,4.95,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.47,3.0,1.0,['2'],Home,Austin 
Home in Austin ,4.66,3.0,9.0,['2'],Home,Austin 
Home in Austin ,4.87,3.0,4.0,['2.5'],Home,Austin 
Home in Austin ,4.71,1.0,2.0,['1'],Home,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,,3.0,1.0,['1'],Home,Austin 
Townhouse in Austin ,,3.0,3.0,['2.5'],Townhouse,Austin 
Home in Austin ,4.91,3.0,4.0,['2.5'],Home,Austin 
Guest suite in Austin ,4.80,1.0,2.0,['1'],Guest suite,Austin 
Townhouse in Austin ,,1.0,1.0,['1.5'],Townhouse,Austin 
Condo in Austin ,4.77,1.0,1.0,['1'],Condo,Austin 
Tiny home in Austin ,4.95,nan,1.0,['1'],Tiny home,Austin 
Home in Austin ,4.85,2.0,2.0,['2'],Home,Austin 
Condo in Austin ,,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,4.97,3.0,3.0,['2.5'],Home,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,,nan,1.0,['1'],Rental unit,Austin 
Guest suite in Austin ,4.97,nan,1.0,['1'],Guest suite,Austin 
Home in Austin ,5.0,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,,2.0,2.0,['1'],Rental unit,Austin 
Guesthouse in Austin ,4.99,1.0,1.0,['1'],Guesthouse,Austin 
Camper/RV in Austin ,4.71,nan,1.0,['1'],Camper/RV,Austin 
Condo in Austin ,4.93,1.0,2.0,['1'],Condo,Austin 
Rental unit in Austin ,4.73,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,,1.0,2.0,['1'],Home,Austin 
Home in Austin ,4.88,2.0,2.0,['1'],Home,Austin 
Home in Austin ,4.85,1.0,1.0,['1.5'],Home,Austin 
Condo in Austin ,4.91,1.0,1.0,['1'],Condo,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1.5'],Rental unit,Austin 
Home in Austin ,5.0,1.0,1.0,['1.5'],Home,Austin 
Home in Austin ,,3.0,9.0,['2'],Home,Austin 
Guest suite in Austin ,4.71,1.0,1.0,['1'],Guest suite,Austin 
Bungalow in Austin ,4.96,3.0,4.0,['1'],Bungalow,Austin 
Home in Austin ,4.71,2.0,2.0,['1'],Home,Austin 
Home in Austin ,4.84,2.0,1.0,['1'],Home,Austin 
Townhouse in Austin ,,2.0,5.0,['2'],Townhouse,Austin 
Guesthouse in Austin ,5.0,2.0,2.0,['1'],Guesthouse,Austin 
Home in Austin ,,3.0,5.0,['1'],Home,Austin 
Guesthouse in Austin ,4.98,nan,1.0,['1'],Guesthouse,Austin 
Rental unit in Austin ,,2.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,4.93,3.0,3.0,['2'],Home,Austin 
Townhouse in Austin ,4.42,2.0,3.0,['2.5'],Townhouse,Austin 
Condo in Austin ,4.88,1.0,2.0,['1'],Condo,Austin 
Condo in Austin ,4.89,1.0,2.0,['1'],Condo,Austin 
Home in Austin ,4.84,1.0,1.0,0.5,Home,Austin 
Home in Austin ,4.95,2.0,3.0,['1'],Home,Austin 
Home in Austin ,5.0,2.0,2.0,['2.5'],Home,Austin 
Home in Austin ,4.33,1.0,2.0,['1'],Home,Austin 
Condo in Austin ,4.92,2.0,2.0,['2'],Condo,Austin 
Home in Austin ,4.88,1.0,2.0,0.5,Home,Austin 
Home in Austin ,5.0,1.0,1.0,0.5,Home,Austin 
Home in Austin ,4.74,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,0.5,Rental unit,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,1.0,2.0,0.5,Rental unit,Austin 
Home in Austin ,5.0,4.0,7.0,['2.5'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Guest suite in Austin ,4.87,1.0,1.0,['1'],Guest suite,Austin 
Rental unit in Austin ,,nan,1.0,0.5,Rental unit,Austin 
Condo in Austin ,5.0,2.0,3.0,['2'],Condo,Austin 
Townhouse in Austin ,4.86,3.0,4.0,['2.5'],Townhouse,Austin 
Guesthouse in Austin ,4.90,1.0,1.0,['1'],Guesthouse,Austin 
Condo in Austin ,,1.0,1.0,['1'],Condo,Austin 
Townhouse in Austin ,4.80,nan,1.0,0.5,Townhouse,Austin 
Home in Austin ,4.92,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,4.89,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,4.81,2.0,3.0,['2'],Home,Austin 
Home in Austin ,4.92,6.0,1.0,['4'],Home,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.93,2.0,2.0,['2.5'],Home,Austin 
Home in Austin ,,nan,4.0,['2'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Condo in Austin ,4.83,1.0,1.0,['1'],Condo,Austin 
Bungalow in Austin ,5.0,nan,1.0,['1'],Bungalow,Austin 
Home in Austin ,,3.0,3.0,['2.5'],Home,Austin 
Home in Austin ,,1.0,1.0,0.5,Home,Austin 
Condo in Austin ,4.81,2.0,3.0,['2'],Condo,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.77,1.0,1.0,0.5,Home,Austin 
Home in Austin ,,2.0,2.0,['2'],Home,Austin 
Rental unit in Austin ,,nan,1.0,0.5,Rental unit,Austin 
Rental unit in Austin ,4.91,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.84,1.0,1.0,0.5,Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.98,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,,2.0,1.0,0.5,Rental unit,Austin 
Home in Austin ,4.73,2.0,2.0,['2.5'],Home,Austin 
Home in Austin ,,1.0,2.0,0.5,Home,Austin 
Guest suite in Austin ,4.93,2.0,3.0,['1'],Guest suite,Austin 
Guest suite in Austin ,5.0,1.0,1.0,['1'],Guest suite,Austin 
Campsite in Austin ,4.71,1.0,1.0,['1'],Campsite,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.50,5.0,8.0,['3'],Home,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Townhouse in Austin ,,1.0,1.0,0.5,Townhouse,Austin 
Condo in Austin ,5.0,1.0,1.0,['1'],Condo,Austin 
Rental unit in Austin ,4.94,nan,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.79,3.0,4.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['2'],Rental unit,Austin 
Rental unit in Austin ,4.75,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.97,1.0,1.0,['1'],Home,Austin 
Bungalow in Austin ,5.0,2.0,2.0,['1'],Bungalow,Austin 
Guest suite in Austin ,4.97,1.0,1.0,['1'],Guest suite,Austin 
Home in Austin ,5.0,1.0,3.0,['1'],Home,Austin 
Loft in Austin ,4.83,1.0,1.0,['1'],Loft,Austin 
Home in Austin ,4.81,5.0,7.0,['3'],Home,Austin 
Home in Austin ,4.90,2.0,3.0,['1'],Home,Austin 
Townhouse in Austin ,4.98,3.0,3.0,['2.5'],Townhouse,Austin 
Home in Austin ,4.99,3.0,5.0,['2.5'],Home,Austin 
Home in Austin ,4.60,3.0,5.0,['3'],Home,Austin 
Townhouse in Austin ,4.86,3.0,5.0,['3.5'],Townhouse,Austin 
Tiny home in Austin ,4.92,2.0,2.0,['1'],Tiny home,Austin 
